Project Name,Description,Id,Ref,Source,"Publishers (Name, Reference)",Currency,Commitment,Disbursment,"Donor (Name, reference, type)",Contract Signature Date,Final Date for Implementation,Recipients,Sectors,Contract Status,"Aid Types (Name, code)",Finance Type Code,Finance Type,Activity Flow Code,Activity Flow Type,Collaboration Type Code,Collaboration Type,"Transactions (Code, Type, Amount, Start date, End date, Implementing Partner ID, Implementing Partner name)","Markers (Id, name, type)"
"Strengthening the capability in the League of Arab States Secretariat and its Member States to provide early warning and effective responses to impending regional crises, conflicts and post conflict situations",LAS Phase II,null,EC-FPI-2015/364-435,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,875768.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2015-11-27,2018-11-26,,Disaster Prevention and Preparedness,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,875768.0,2015-Dec-03,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;3,Develop a global partnership framework,MDG;1,Promote gender equality and empower women,MDG"
Mine Action Support to the Peace Process in Mindanao,null,null,EC-FPI-2013/331-803,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,867021.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2014-01-01,2015-06-30,,Security,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,140601.0,2015-May-07,,230015575,EC;D,Disbursement,79521.0,2016-Mar-15,,230015575,EC;D,Disbursement,646899.0,2014-Feb-04,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;3,Develop a global partnership framework,MDG;1,Promote gender equality and empower women,MDG"
"Plateau Will Arise! Phase II: Consolidating an Architecture for Peace, Tolerance and Reconciliation","The programme has the overall objective of developing and ensuring the sustainability of an active, locally owned, and inclusive Peace Architecture in Plateau State beyond 2015. Specific objectives are:SO1: To improve the climate of peace in 10 Local Government Areas (LGAs) in Plateau and Kaduna States;SO2: To strengthen the capacity of state and local actors to secure their communities;SO3: Increase dialogue and outreach by religious leaders, yuth and women to reduce post-election tension",null,EC-FPI-2015/362-508,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,843636.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2015-07-03,2017-01-02,,Security,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,843636.0,2015-Jul-27,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;3,Develop a global partnership framework,MDG;1,Promote gender equality and empower women,MDG"
Secure Economies and Diversified Livelihoods forPeaceful Coexistence in South Darfur and South Kordofan (SEED),"The overall objective of the action ontribute to achieve stability and peace in South Kordofan and South Darfur State, in Sudan, through building economic relationship across conflicting groups, alleviating pressure on natural resource, diversifying local economies and creating job employment opportunities.",null,EC-FPI-2014/349-416,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,836072.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2014-11-27,2016-11-26,,"Agriculture, Forestery and Fishing",2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,836072.0,2014-Dec-03,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;14,Trade development,DAC marker;6,Climate change mitigation,Rio Marker;2,Ensure environmental sustainability,MDG;3,Develop a global partnership framework,MDG;1,Promote gender equality and empower women,MDG"
Supply of Vans to Strengthen the Infrastructural capacity of the Directorate General for Migration Management (DGMM) and enhance refugee registration capacity,"The contract concerns the supply of vans (basic chasis and customized special upgrade), including delivery, installation, inspection, testing, commissioning and warranty, to facilitate roll out of the registration process of out-of-camps refugees by mobile units of the Directorate-General for Migration Management",null,EC-FPI-2015/364-965,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,827200.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2015-12-16,2016-03-25,,Unallocated/Unspecified,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"E,Expenditure,827200.0,2016-Jan-26,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;3,Develop a global partnership framework,MDG;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG"
''Support to Confidence-building and Mediation between Belize and Guatemala'',"The purpose of this project is to support the Organization of American States (OAS) in its mandate to mediate and foster confidence-building measures in the protracted territorial dispute between Guatemala and Belize. The aim of the intervention is two-fold: (i) to reinforce the mediation and monitoring role of the OAS in the run-up to the referenda to be re-scheduled in the near future; and, (ii) to implement continued confidence-building and information measures in order to maintain a climate",null,EC-FPI-2015/358-511,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,810604.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2015-03-01,2016-08-31,,Security,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,810604.0,2015-Apr-28,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;3,Develop a global partnership framework,MDG;1,Promote gender equality and empower women,MDG"
I love my country : Strategic Communications for Peacebuilding in South Sudan,"Promote social cohesion, resilience and the peaceful resolution of conflicts among individuals and communities in South Sudan. The project supports the communications sector and institutions, also engaging with local leaders, youth, displaced and non-displaced communities and womens groups",null,EC-FPI-2014/354-271,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,804206.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2014-11-01,2016-04-30,,Security,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,804206.0,2015-Jan-19,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;3,Develop a global partnership framework,MDG;1,Promote gender equality and empower women,MDG"
"INCIPALS: Initiative Citoyenne pour la Consolidation de la Paix, Leadership et Stabilité.",Objectif global de l'action: contribuer à la création d'un climat apaisé et à la consolidation du processus de démocratisation. Le projet se veut comme une réponse aux recommandations issues des projets précédents dans le même domaine mais également de celles formulées par la Mission d'Observation Electorale de l'UE de décembre 2013.,null,EC-FPI-2015/356-247,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,799822.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2015-05-12,2016-05-11,,Government and Civil Society,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,799822.0,2015-Jun-01,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG;3,Develop a global partnership framework,MDG"
Mitigation Of Violence in Elections (MOVE),"The overall objective of this urgent support is to strengthen the architecture for the peaceful discussion, dialogue, negotiation, mediation and mitigation of issues that are likely to lead to electoral violence as part of broader conflict prevention efforts. This project will strengthen existing conflict mitigation and mediation platforms, support targeted interventions in areas identified as hotspots, and raise public awareness about the dangers of electoral violence.",null,EC-FPI-2014/353-067,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,799539.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2014-12-01,2015-06-30,,Government and Civil Society,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,799539.0,2014-Dec-19,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;3,Develop a global partnership framework,MDG;1,Promote gender equality and empower women,MDG"
Project in Support of a Peaceful and Inclusive Electoral Process in Zanzibar,To strengthen local dialogue and mediation capacities in Zanzibar to engage in and mitigate potential conflicts in order to ensure that the 2015 elections take place in a peaceful manner in Zanzibar.,null,EC-FPI-2015/364-541,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,799474.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2015-08-05,2016-08-04,,Security,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,799474.0,2015-Aug-28,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;3,Develop a global partnership framework,MDG;1,Promote gender equality and empower women,MDG"
Civilian Ceasefire Monitoring Mechanisms,"The aim of the CCMMs is to provide effective monitoring by broadly legitimate, civilian observers and thus consolidate the recently negotiated cease-fires. CCMMs will facilitate the involvement ofgrassroots representatives in the monitoring as well as their training by international resource persons.",null,EC-FPI-2013/332-001,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,785835.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2013-12-31,2015-06-30,,Security,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,785835.0,2014-Feb-03,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;3,Develop a global partnership framework,MDG;1,Promote gender equality and empower women,MDG"
Développement pilote de Plans Locaux de Sécurité,Développer et tester une méthodologie et la mise en oeuvre de plans locaux de sécurité dans la zone transfrontalière dite du Bec de Perroquet,null,EC-FPI-2014/347-067,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,777528.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2015-01-15,2016-07-14,,Security,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,777528.0,2015-Jan-27,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG;3,Develop a global partnership framework,MDG"
